api_nro,tipo,institucion,localidad,provincia,domicilio,cp,telefono,email,lat,lon
1084,MUT,Mutual Solidaria San Jeronimo,Ciudad de Galvez,Santa Fé,,,,mutualesdelbicentenario@gmail.com,-32.03339,-61.21582
1085,MUT,Mutual Arturo Sampay,Rosario,Santa Fé,,,,mutualesdelbicentenario@gmail.com,-32.952329,-60.662277
1086,MUT,Mutual Jovenes de Villa Constitucion,Villa Constitución,Santa Fé,,,,mutualesdelbicentenario@gmail.com,-33.233639,-60.334171
1087,MUT,Mutual del Club Social y Deportivo Ibarlucea,Ibarlucea,Santa Fé,,,,mutualesdelbicentenario@gmail.com,-32.85173,-60.787468
1088,MUT,Mutual Jóvenes por una Patria Grande,Concordia,Entre Ríos,,,,mutualesdelbicentenario@gmail.com,-31.391848,-58.01706
1089,MUT,Mutual para el Desarrollo 4 de abril,Valle Fertil,San Juan,,,,mutualesdelbicentenario@gmail.com,-30.912377,-67.284787
1090,MUT,Mutual San Cayetano,San Juan,San Juan,,,,mutualesdelbicentenario@gmail.com,-31.527273,-68.521408
1091,MUT,Mutual Juvenil La Rioja,La Rioja,La Rioja,,,,mutualesdelbicentenario@gmail.com,-29.4128,-66.85598
1092,MUT,Mutual Jóvenes de Catamarca,San Fernando del Valle de Catamarca,Catamarca,,,,mutualesdelbicentenario@gmail.com,-28.468991,-65.778972
1093,MUT,Mutual 25 de Mayo de Salta,Capital,Salta,,,,mutualesdelbicentenario@gmail.com,-24.782932,-65.412155
1094,MUT,Mutual Jazmín,San Miguel de Tucumán,Tucumán,,,,mutualesdelbicentenario@gmail.com,-26.808285,-65.21759
1095,MUT,Mutual Nunca Menos,Santiago del Estero,Santiago del Estero,,,,mutualesdelbicentenario@gmail.com,-27.78442,-64.267281
1096,MUT,Mutual Desde Abajo,Santiago del Estero,Santiago del Estero,,,,mutualesdelbicentenario@gmail.com,-27.787663,-64.259677
1097,MUT,"Mutual Ari Yachay ""Si puedo""",La Quiaca,Jujuy,,,,mutualesdelbicentenario@gmail.com,-22.104403,-65.596771
1098,MUT,Mutual de Acción Comunitaria,Corrientes,Corrientes,,,,mutualesdelbicentenario@gmail.com,-27.471226,-58.839584
1099,MUT,Mutual Grupo Integrar,Corrientes,Corrientes,,,,mutualesdelbicentenario@gmail.com,-27.469021,-58.844469
1100,MUT,Mutual Mena - La Blunda,Corrientes,Corrientes,,,,mutualesdelbicentenario@gmail.com,-27.472296,-58.845627
1101,MUT,Mutual Horizonte,Corrientes,Corrientes,,,,mutualesdelbicentenario@gmail.com,-27.47378,-58.841679
1102,MUT,Mutual Irupe,Isla Apipe,Corrientes,,,,mutualesdelbicentenario@gmail.com,-27.495813,-56.911006
1103,MUT,Asociación Mutual de Trabajadores y Estudiantes del Chaco MUTECH,Saenz Peña,Chaco,,,,mutualesdelbicentenario@gmail.com,-26.790689,-60.44025
1104,MUT,Mutual  Nuevos Horizontes,Resistencia,Chaco,,,,mutualesdelbicentenario@gmail.com,-27.451656,-58.986252
1105,MUT,Mutual Unión Impenetrable,Impenetrable,Chaco,,,,mutualesdelbicentenario@gmail.com,-25.639772,-60.264023
1106,MUT,Mutual El Sueñero,Mar del Plata,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-37.9798584,-57.5897942
1107,MUT,Mutual Martin Miguel de Guemes de MDQ,Mar del Plata,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-37.9853396,-57.5870704
1108,MUT,Mutual Centro Deportivo 7 de Mayo,Mar del Plata,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-37.9635534,-57.5968551
1109,MUT,Mutual La Barriada - cultura Popular Joven,Olavarría ,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-36.8920898,-60.3149414
1110,MUT,Mutual Los Sikuris,Olavarría ,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-36.89565,-60.3074741
1111,MUT,Mutual Grupo Quetzal,Olavarría ,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-36.8900555,-60.3297042
1112,MUT,Mutual Zarate Solidaria,Zárate,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.0988083,-59.0322914
1113,MUT,Mutual Lima Solidaria,Lima,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.044762,-59.197567
1114,MUT,Mutual Suipacha para Todos,Suipacha,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.771221,-59.684254
1115,MUT,Mutual Jovenes  por un Futuro Mejor,Los Toldos,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.994282,-61.035709
1116,MUT,Mutual Jovenes por la Cultura Popular,Junín,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.582213,-60.949417
1117,MUT,Mutual Juventud Unida,Junín,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.58221,-60.949402
1118,MUT,Mutual Haciendo Patria,Bahía Blanca,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-38.711678,-62.268078
1119,MUT,Mutual En Camino,Bahía Blanca,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-38.711777,-62.268566
1120,MUT,Mutual Creciendo Juntos ,Mayor Buratovich,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-39.259254,-62.614506
1121,MUT,Mutual Tres Banderas,Azul,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-36.774967,-59.854038
1122,MUT,Mutual Crecer,Pergamino,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-33.888142,-60.569336
1123,MUT,Mutual Jovenes del Frente Cultura Popular,V. López,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.52812,-58.473816
1124,MUT,Mutual APAVE,San Martín,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.575951,-58.53727
1125,MUT,Mutual Compay ,La Plata,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.917301,-57.95013
1126,MUT,Mutual Monteagudo,La Plata,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.917301,-57.95013
1127,MUT,Mutual Casa de Trabajador,Moreno,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.63401,-58.791382
1128,MUT,Mutual Casa Latinoamericana,Ituzaingó,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.657024,-58.675398
1129,MUT,Mutual Arturo Jaureche,Ituzaingó,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.653368,-58.68124
1130,MUT,Mutual La Herrería Tearto,San Miguel,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.558479,-58.735401
1131,MUT,Mutual El Puente,San Miguel,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.564641,-58.738017
1132,MUT,Mutual Juntos y Unidos Garantizando Ayuda y Solidaridad (J.U.G.A.S.) ,San Miguel,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.561425,-58.746986
1133,MUT,Mutual Construyendo Sueños,San Miguel,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.555593,-58.759689
1134,MUT,Mutual Yo Si Puedo,La Matanza,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.786248,-58.622966
1135,MUT,AMBAR Asociación Mutual y Barrial,Morón,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.655861,-58.616721
1136,MUT,Mutual America Morena,Morón,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.654533,-58.62854
1137,MUT,Mutual 16 de Septiembre,Berazategui,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.762001,-58.211296
1138,MUT,Mutual del Centro San Jorge,Avellaneda,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.661076,-58.366974
1139,MUT,Mutual Avellaneda Solidaria,Avellaneda,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.661275,-58.373795
1140,MUT,Mutual Felipe Vallese,Quilmes,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.726025,-58.254356
1141,MUT,Mutual D.A.R. al Sur,Lanús,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.70746,-58.3831
1142,MUT,Mutual El Sueñero,Ciudadad Autonoma de Buenos Aires,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.608417,-58.373161
1143,MUT,"Mutual Cultural de comunicación Social , Medios Audiovisuales, Prensa y Servicios",Ciudadad Autonoma de Buenos Aires,Buenos Aires,,,,mutualesdelbicentenario@gmail.com,-34.602552,-58.38315
1144,CIC,Centro Integrador Comunitario,Colonia Elisa,Chaco,Zona Urbana S/N,,,,-26.93298,-59.532162
1145,CIC,Centro Integrador Comunitario,Hermoso Campo,Chaco,Av. del Libertador y Presidente Perón,,,,-27.610057,-61.344237
1146,CIC,Centro Integrador Comunitario,Santa Sylvina,Chaco,Juan Domingo Perón con empalme a la Ruta Nacional Nº 95,,,,-26.585766,-60.954007
1147,CIC,Centro Integrador Comunitario,El Sauzalito,Chaco,Calle Onolho S/N - Barrio La Juventud,,,,-26.585766,-60.954007
1149,CIC,Centro Integrador Comunitario,Margarita Belen,Chaco,"Marcos Bassi y Campo Alcala, Barrio Norte",,,,-27.261127,-58.969864
1150,CIC,Centro Integrador Comunitario,Miraflores,Chaco,Planta Urbana Municipal,,,,-27.261127,-58.969864
1151,CIC,Centro Integrador Comunitario,Presidencia Roca,Chaco,Av. 9 de Julio y Formosa -  Barrio San Jose,,,,-26.143644,-59.595222
1152,CIC,Centro Integrador Comunitario,Colonias Unidas,Chaco,Av. Sarmiento S/N - Barrio CTI - Planta Urbana,,,,-26.69952,-59.633789
1153,CIC,Centro Integrador Comunitario,El Espinillo,Chaco,Paraje Rural El Espinillo,,,,-25.4,-60.450001
1154,CIC,Centro Integrador Comunitario,General José de San Martín,Chaco,Av. Lavalle y Maipú - Barrio 9 de Julio,,,,-26.53898,-59.34269
1155,CIC,Centro Integrador Comunitario,Pampa del Indio,Chaco,Calle sin nombre,,,,-26.049177,-59.942371
1156,CIC,Centro Integrador Comunitario,Barrio Maqui,Chaco,"Manzana 22, Sección B, Circunscripción XVII",,,,-26.585766,-60.954007
1157,CIC,Centro Integrador Comunitario,Colonia Aborigen,Chaco,Zona Rural,,,,-26.975084,-60.153175
1158,CIC,Centro Integrador Comunitario,Concepción del Bermejo,Chaco,"Parcela 17, Manzana 4, Quinta 25, Sección “B”, Circunscripción VII",,,,-26.60339,-60.943909
1159,CIC,Centro Integrador Comunitario,Los Frentones,Chaco,"Planta Urbana Chubut, esquina Santa Fé s/nº",,,,-26.406479,-61.414616
1160,CIC,Centro Integrador Comunitario,Pampa del Infierno,Chaco," Manzana 5, Chacra 31, Secc. C, Circ. 1",,,,-26.50411,-61.175987
1161,CIC,Centro Integrador Comunitario,El Sauzal,Chaco,Planta Urbana s/nº,,,,-26.585766,-60.954007
1162,CIC,Centro Integrador Comunitario,Olla Quebrada,Chaco,Paraje rural Olla Quebrada.,,,,-26.585766,-60.954007
1163,CIC,Centro Integrador Comunitario,Tartagal,Chaco,Zona Rural,,,,-26.585766,-60.954007
1164,CIC,Centro Integrador Comunitario,Wichi,Chaco,Planta Urbana s/nº,,,,-24.690556,-61.426389
1165,CIC,Centro Integrador Comunitario,Zaparinqui,Chaco,Paraje Zaparinqui,,,,-26.065786,-60.557293
1166,CIC,Centro Integrador Comunitario,Napenay,Chaco,Planta Urbana S/N,,,,-26.732479,-60.617062
1167,CIC,Centro Integrador Comunitario,Puerto Vilelas,Chaco,"Almafuerte y Defensa, Barrio Capellini, Puerto Vilelas",,,,-27.514355,-58.937248
1168,CIC,Centro Integrador Comunitario,Centro,Córdoba,Del Capillo y Rivadavia,,,,-31.39893,-64.182129
1169,CIC,Centro Integrador Comunitario,Villa Guglieri,Córdoba,Av. D. F. Sarmiento y Juan Pacheco,,,,-31.400613,-64.176078
1170,CIC,Centro Integrador Comunitario,Barrio U.A.T.R.E,Córdoba,Calle Pública y Kennedy,,,,-31.395888,-64.195733
1171,CIC,Centro Integrador Comunitario,Lucio V. Mansilla,Córdoba,Calle Pública S/N,,,,-31.4019,-64.186335
1172,CIC,Centro Integrador Comunitario,Embalse,Córdoba,Juan D. Perón 163,,,,-32.271416,-64.621428
1173,CIC,Centro Integrador Comunitario,2da. Sección,Córdoba,Av. San Martín esquina Santa Cruz,,,,-31.168957,-64.24248
1174,CIC,Centro Integrador Comunitario,Barrio Belgrano,Córdoba,Castelli y Saavedra,,,,-31.337404,-64.260893
1175,CIC,Centro Integrador Comunitario,Barrio Sur,Córdoba,Murialdo (Avellaneda y Callejón s/nº),,,,-32.593471,-62.83379
1176,CIC,Centro Integrador Comunitario,Barrio Centro,Córdoba,República Argentina y Posadas,,,,-31.11603,-64.481941
1177,CIC,Centro Integrador Comunitario,Barrio La Atalaya,Córdoba,Calle Mendoza (Tierra del Fuego y Santa Cruz),,,,-30.854811,-64.525749
1178,CIC,Centro Integrador Comunitario,Cosquin,Córdoba,Armando Tejada Gómez esquina Jaime Dávalos,,,,-31.242413,-64.462608
1179,CIC,Centro Integrador Comunitario,Barrio Independencia,Córdoba,Lucio V. Mansilla (B. Mitre y Kennedy),,,,-31.39893,-64.182129
1180,CIC,Centro Integrador Comunitario,Capilla del Siton,Córdoba,Calle Pública S/N,,,,-30.721123,-64.809898
1181,CIC,Centro Integrador Comunitario,Guanaco Muerto,Córdoba,Calle Pública S/N,,,,-30.663903,-64.849548
1182,CIC,Centro Integrador Comunitario,Las Canadas,Córdoba,Calle Pública S/N,,,,-30.721123,-64.809898
1183,CIC,Centro Integrador Comunitario,Copacabana,Córdoba,Calle Pública S/N,,,,-30.65,-64.51667
1184,CIC,Centro Integrador Comunitario,Los Pozos,Córdoba,Ex Ruta 60 S/N,,,,-30.51667,-64.25
1185,CIC,Centro Integrador Comunitario,El Chacho,Córdoba,Calle Pública S/N,,,,-30.79743,-65.65979
1186,CIC,Centro Integrador Comunitario,Chancani,Córdoba,Calle Pública S/N,,,,-31.418489,-65.457458
1187,CIC,Centro Integrador Comunitario,Tala Canada,Córdoba,Ruta Prov. Nº  28 Km. 825,,,,-31.343269,-64.944779
1188,CIC,Centro Integrador Comunitario,Villa de Pocho,Córdoba,Calle Pública S/N,,,,-31.48333,-65.26667
1189,CIC,Centro Integrador Comunitario,La Rinconada,Córdoba,Av. Néstor Kirchner S/Nº,,,,-30.16667,-62.966671
1190,CIC,Centro Integrador Comunitario,San Vicente,Córdoba,Ma. Eva Duarte s/n,,,,-31.41667,-64.150001
1191,CIC,Centro Integrador Comunitario,Conlara,Córdoba,Calle Pública S/N,,,,-32.07996,-65.230423
1192,CIC,Centro Integrador Comunitario,Pozo Nuevo,Córdoba,Calle Pública S/N,,,,-31.39893,-64.182129
1193,CIC,Centro Integrador Comunitario,Concepción del Bermejo,Corrientes,"Parcela 17, Manzana 4, Quinta 25, Sección “B”, Circunscripción VII",,,,-29.183333,-56.65
1194,CIC,Centro Integrador Comunitario,Santa Lucía,Corrientes,Ruta Provincial 27,,,,-28.996021,-59.122096
1195,CIC,Centro Integrador Comunitario,Barrio Bomba,Corrientes,Ruta Provincial 23,,,,-27.471226,-58.839584
1196,CIC,Centro Integrador Comunitario, Berón de Astrada,Corrientes,Paraje Rural Yahapé,,,,-27.372222,-57.654722
1197,CIC,Centro Integrador Comunitario,Barrio Sol Bueno,Corrientes,  El Sombrero - Empedrado ,,,,-27.703474,-58.766315
1198,CIC,Centro Integrador Comunitario,Colonia Liebig,Corrientes,Calle 9 de Julio s/n entre Sargento Cabral y Laprida,,,,-27.471226,-58.839584
1199,CIC,Centro Integrador Comunitario,San Carlos,Corrientes,Felipe Viveros y Mariano Moreno,,,,-27.74362,-55.898482
1200,CIC,Centro Integrador Comunitario,Cruz de los Milagros,Corrientes, Dr. Benigno Martínez y Pedro Acevedo Avalos,,,,-28.837658,-59.006103
1201,CIC,Centro Integrador Comunitario,Mocoreta,Corrientes,Av. Italia y Julio Zandona,,,,-30.61368,-57.96386
1202,CIC,Centro Integrador Comunitario,San Lorenzo,Corrientes,Zona Norte a 3km del Paraje Colonia Browne y a 1km  del Arroyo San Lorenzo,,,,-28.130218,-58.766201
1203,CIC,Centro Integrador Comunitario,San Cosme,Corrientes,Barrio Santa Ana,W3412ZAA,,,-27.455011,-58.653526
1205,CIC,Centro Integrador Comunitario,Peichoto Cue,Corrientes," Córdoba y Presbítero Ortiz Barrio Itatí,  San Luis del Palmar. ",,,,-27.511312,-58.556732
1206,CIC,Centro Integrador Comunitario,Loreto,Corrientes,Chacra  Nª 214 - Barrio Progreso,,,,-27.471226,-58.839584
1207,CIC,Centro Integrador Comunitario,Tapebicua,Corrientes,Rivadavia y Agapito Sosa,,,,-29.48514,-56.982662
1208,CIC,Centro Integrador Comunitario,Colonia Garavi,Corrientes,"Acceso principal Norte s/n,  de la zona rural, de la localidad de José de Rafael Gomez",,,,-27.471226,-58.839584
1209,CIC,Centro Integrador Comunitario,Garruchos,Corrientes,"San Martin, Juan Bautista, Scotto y Mendoza, en el Solar ”B” Manzana Nª - Garruchos",,,,-28.173408,-55.653866
1210,CIC,Centro Integrador Comunitario,Los Chiriguanos,Formosa,Comunidad de los Chiriguanos,,,,-24.098376,-61.465679
1211,CIC,Centro Integrador Comunitario,Pozo del Mortero,Formosa,Comunidad de pozo del Mortero,,,,-24.403326,-61.030304
1212,CIC,Centro Integrador Comunitario,Vaca Perdida,Formosa,Comunidad de Vaca Perdida,,,,-26.185201,-58.17537
1213,CIC,Centro Integrador Comunitario,Campo del Cielo,Formosa,Comunidad de Campo del Cielo,,,,-26.185201,-58.17537
1214,CIC,Centro Integrador Comunitario,Colonia Sarmiento,Formosa,Comunidad de Colonia Sarmiento,,,,-26.185552,-58.175753
1215,CIC,Centro Integrador Comunitario,Osvaldo Quiroga,Formosa,Comunidad de Osvaldo Quiroga,,,,-26.185201,-58.17537
1216,CIC,Centro Integrador Comunitario,San Martin 1,Formosa,Comunidad de San Martin I,,,,-26.174633,-58.167105
1217,CIC,Centro Integrador Comunitario,Colonia Apayerey,Formosa,Comunidad de Colonia Apayerey,,,,-24.98333,-58.700001
1218,CIC,Centro Integrador Comunitario,Primera Junta,Formosa,Comunidad de Primera Punta ,,,,-25.340716,-57.631898
1219,CIC,Centro Integrador Comunitario,La Frontera,Formosa,Comunidad de La Frontera,,,,-25.386063,-58.174931
1220,CIC,Centro Integrador Comunitario,Sol de Mayo,Formosa,Comunidad de Sol de Mayo,,,,-26.185201,-58.17537
1221,CIC,Centro Integrador Comunitario,Gral. Pico,La Pampa,"GUEMES, ESQ. SARMIENTO, Radio F, Mza 29, Parcela 1 Ba RUCCI",,,,-35.656952,-63.754547
1222,CIC,Centro Integrador Comunitario,Tama,La Rioja,San Martín e/ Belgrano y Benjamín de la Vega,,,,-30.507799,-66.537865
1223,CIC,Centro Integrador Comunitario,Ulapes,La Rioja,Av. 25 de Mayo y Sta Fe,,,,-31.574711,-66.239319
1224,CIC,Centro Integrador Comunitario,Chepes,La Rioja,Jorge Newbery S/N,,,,-31.336389,-66.591843
1225,CIC,Centro Integrador Comunitario,Malanzan,La Rioja,Calle Pública S/N,,,,-30.800171,-66.615601
1226,CIC,Centro Integrador Comunitario,Punta de los Llanos,La Rioja,Marcela Crespi S/N,,,,-30.149761,-66.541832
1227,CIC,Centro Integrador Comunitario,Patquia,La Rioja,Av. La Rioja y Av. Perón,,,,-30.043436,-66.879669
1228,CIC,Centro Integrador Comunitario,Bowen,Mendoza,Calle San Martín e Hipólito Irigoyen,,,,-34.999691,-67.516479
1229,CIC,Centro Integrador Comunitario,Godoy Cruz,Mendoza,Calle 5 y Granado,,,,-32.917782,-68.832092
1230,CIC,Centro Integrador Comunitario,Los Barriales,Mendoza,Alberto Burgos S/N,,,,-33.148499,-68.486031
1231,CIC,Centro Integrador Comunitario,El Algarrobal,Mendoza,Moisés Tuber y Mosconi,,,,-32.849121,-68.81562
1232,CIC,Centro Integrador Comunitario,Plumerillo,Mendoza,Independencia 1372,,,,-32.845522,-68.8063
1233,CIC,Centro Integrador Comunitario,Colonia Nueva Italia,Mendoza,Gral. Acha S/N,,,,-32.607425,-67.570854
1234,CIC,Centro Integrador Comunitario,La Dormida,Mendoza,Bulevard Los Damascos S/N,,,,-32.9,-68.75
1235,CIC,Centro Integrador Comunitario,Las Pintadas,Mendoza,Calle Quintana S/N,,,,-33.571167,-69.013214
1236,CIC,Centro Integrador Comunitario,San José,Mendoza,Calle Dr Mathons S/N e/ Laprida y Río Las Tunas,,,,-33.358333,-69.77
1237,CIC,Centro Integrador Comunitario,SOberánia,Mendoza,Atahualpa Yupanqui S/N,,,,-32.875926,-68.864215
1238,CIC,Centro Integrador Comunitario,Tres Portenas,Mendoza,Calle Figueroa y Cejudo,,,,-33.079979,-68.469459
1239,CIC,Centro Integrador Comunitario,Barrio Boggero,Mendoza,Independencia S/N y Calle Mitre,,,,-33.459789,-67.549011
1240,CIC,Centro Integrador Comunitario,Potrerillos,Mendoza,Calle Aguila Mora y Camino del Puma,,,,-33.049622,-68.867798
1241,CIC,Centro Integrador Comunitario,Fray Luis Beltran,Mendoza,Carril los Alamos S/N y Ruta Nacional Nº7,,,,-32.96722,-68.782661
1242,CIC,Centro Integrador Comunitario,Malargüe,Mendoza,Bernardo Havestahd y El Alamo,,,,-35.47213,-69.580872
1243,CIC,Centro Integrador Comunitario,Barrio El Sosneado,Mendoza,San Juan y Lavalle,,,,-34.604318,-68.337064
1244,CIC,Centro Integrador Comunitario,Chos Malal,Neuquén," Atahualpa, Zona 2, Mza B3",,,,-32.890183,-68.84405
1245,CIC,Centro Integrador Comunitario,Zapala,Neuquén,"Mza 40 Lote 7 a 3, entre calle San Lorenzo y Perito Francisco Moreno - Barrio La Antena",,,,-32.890183,-68.84405
1246,CIC,Centro Integrador Comunitario,Sierra Colorada,Río Negro,"01 de la manzana 467, sito en las calles Saturninos Morales y Primeros Pobladores",,,,-32.890183,-68.84405
1247,CIC,Centro Integrador Comunitario,Fray Luis Beltrán,Río Negro,"Mza 648, Parcela 8-9-10-11, calles Avellaneda, Villa Galenses, Domingo French y Arturo Illia",,,,-32.96722,-68.782661
1248,CIC,Centro Integrador Comunitario,El Bolsón,Río Negro,París y Nicaragua - Barrio La Usina,,,,-41.149288,-71.301269
1249,CIC,Centro Integrador Comunitario,San Carlos de Bariloche,Río Negro,Acceso a Barrio 34 Has. Km 6 Ruta 258,,,,-41.149288,-71.301269
1250,CIC,Centro Integrador Comunitario,Cipolletti,Río Negro,Av. de Los Cipreses y calle La Usina - Ba. CGT,,,,-39.026752,-67.575172
1252,CIC,Centro Integrador Comunitario,Rodeo,San Juan,Calle Laprida y Principal,,,,-31.527273,-68.521408
1253,CIC,Centro Integrador Comunitario,Medano de Oro,San Juan,Ramón Franco S/N,,,,-31.536579,-68.540642
1254,CIC,Centro Integrador Comunitario,La Puntilla,San Juan,Calle 20 de Junio S/N y Calle Florida,,,,-31.527273,-68.521408
1255,CIC,Centro Integrador Comunitario,Barrio Obrero Municipal,San Juan,Manuel Andúajr e/ J. M. Rodriguez y Hugo Irragorre,,,,-31.549999,-68.73333
1256,CIC,Centro Integrador Comunitario,Campo Afuera,San Juan,Calle La Paz e/ Casivar y Colombo,,,,-31.439039,-68.520798
1257,CIC,Centro Integrador Comunitario,Paraje El Encon,San Juan,Ruta Nacional 20 S/N,,,,-32.33598,-66.43428
1258,CIC,Centro Integrador Comunitario,Tupeli,San Juan,Calle 12 S/N,,,,-31.847969,-68.279861
1259,CIC,Centro Integrador Comunitario,Villa Borjas-La Chimbera,San Juan,Calle 25 y Ruta 279,,,,-31.822889,-68.288322
1260,CIC,Centro Integrador Comunitario,Tamberias,San Juan,Lavalle y San Martín,,,,-31.318457,-69.425362
1261,CIC,Centro Integrador Comunitario,Villa Pituil,San Juan,Patricias Mendocinas y Evaristo Gomez,,,,-31.318457,-69.425362
1262,CIC,Centro Integrador Comunitario,Huaco,San Juan,9 de Julio y Moreno,,,,-30.241476,-68.746696
1263,CIC,Centro Integrador Comunitario,Mogna,San Juan,Martina Chapanay y F. Alcanes ,,,,-30.241476,-68.746696
1264,CIC,Centro Integrador Comunitario,Niquivil,San Juan,Ruta Nacional Nº 40 S/N,,,,-29.8759,-68.430366
1265,CIC,Centro Integrador Comunitario,Pampa Vieja,San Juan,Ruta Nacional Nº40 y Varas ,,,,-30.241476,-68.746696
1266,CIC,Centro Integrador Comunitario,San Isidro,San Juan,Ruta Nueva S/N Km 72,,,,-30.241476,-68.746696
1267,CIC,Centro Integrador Comunitario,Villa Mercedes,San Juan,Eugenio Flores y San Martín ,,,,-30.15222,-68.660278
1268,CIC,Centro Integrador Comunitario,Colonia Fiscal,San Juan,Calle Proyectada S/N,,,,-32.021614,-68.620107
1269,CIC,Centro Integrador Comunitario,Los Berros,San Juan,"Calle Proyectada S/N, barrio Del Carmen II",,,,-32.021614,-68.620107
1270,CIC,Centro Integrador Comunitario,Punta del Medano - Cochagual,San Juan,Ruta provincial Nº 246 S/N,,,,-31.891259,-68.380966
1272,CIC,Centro Integrador Comunitario,28 de Noviembre,Santa Cruz,Fracción VI – Manzana 148- Barrio Plan Federal 1,,,,-51.582081,-72.213516
1273,CIC,Centro Integrador Comunitario,Comandante Luis Piedra Buena,Santa Cruz,"Calle Bella Vista, en la intersección de las calles Heriberto Cobeñas y Saenz Peña",,,,-49.982441,-68.913352
1274,CIC,Centro Integrador Comunitario,Puerto Santa Cruz,Santa Cruz,Manzana 110,,,,-50.01706,-68.518016
1275,CIC,Centro Integrador Comunitario,17 de Octubre,Santa Cruz,Circunscripción 4 – Sección 2 – Manzana 22,,,,-46.446758,-67.539343
1276,CIC,Centro Integrador Comunitario,Gobernador Gregores,Santa Cruz,Manzana 55 d,,,,-46.451275,-67.518196
1277,CIC,Centro Integrador Comunitario,Las Heras,Santa Cruz,Calles Luis Piedra Buena y Cruz del Sur,,,,-46.538589,-68.944153
1279,CIC,Centro Integrador Comunitario,Pico Truncado,Santa Cruz,Manzana 35,,,,-46.799011,-67.966919
1280,CIC,Centro Integrador Comunitario,Rotary 23,Santa Cruz,"San Juan, entre San Lorenzo y Los Andes",,,,-46.4552,-67.532626
1281,CIC,Centro Integrador Comunitario,San Cayetano,Santa Cruz,B° San Cayetano,,,,-46.466084,-67.52971
1282,CIC,Centro Integrador Comunitario,Virgen del Valle,Santa Cruz,B° Virgen del Valle,,,,-46.448777,-67.51189
