Nombre;Origen del financiamiento;Provincia;Localidad;Cantidad total de camas
CENTRO ODONTOLOGICO DIAZ VELEZ - HOSPITAL ITALIANO;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ODONTOLOGICO DR. NORDLINGER;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ODONTOLOGICO GENERAL SAVIO;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ODONTOLOGICO MOVI DENT;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ODONTOLOGICO O.M.I.;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ODONTOLOGICO ODONTOLOGICA ESTETICA S.A.;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ODONTOLOGICO ODONTOSEC S.A.;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ODONTOLOGICO OMINT;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ODONTOLOGICO TALCAHUANO;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ODONTOLOGICO URQUIZA;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ODONTOLOGICO VILLA URQUIZA - MB ODONTOLOGIA;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO (AVENIDA CALLAO 1178);Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO CODYT;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO DE DIAGNOSTICO;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO DE DIAGNOSTICO Y TRATAMIENTO CODYT;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO DEVOTO;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO DR. BRUNZINI;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO DR. CARLOS HECTOR LERNER;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO DR. DANIEL CHARLES;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO DR. EDUARDO SCARPELLO;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO DRA. CAROLINA CARMINATTI;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO FUNDACION ZAMBRANO CIRUGIA OCULAR;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO INTEGRAL;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO METROPOLITANO;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OFTALMOLOGICO UNIVERSITARIO;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ONCOLOGICO DE BUENOS AIRES (C.O.B.A.);Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ORO - DOCENCIA Y PREVENCION EN SALUD MENTAL;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO OTORRINOLARINGOLOGICO BELGRANO;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO PEDIATRICO BELGRANO;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO PEDIATRICO CABALLITO;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO PERIFERICO DEL HOSPITAL ITALIANO - VILLA DEL PARQUE;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO PRIVADO DE CIRUGIA Y COLOPROCTOLOGIA S.R.L.;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO PRIVADO DE MEDICINA FAMILIAR;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO PRIVADO DE PSICOTERAPIAS;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO PRIVADO DE SALUD DENTAL;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO PRIVADO DE SALUD MENTAL;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO PRIVADO DE SALUD MENTAL Y HOSP DE DIA CON MODALIDAD AMBULATORIA;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO PSICOASISTENCIAL SIARC;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO REGIONAL NIVEL B FUNDACION DR. MARIO JOSE MARRA;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO TERAPEUTICO DR. MAXIMO RAVENNA;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO TRAUMATOLOGICO VIAMONTE;Privado;CABA;Ciudad de Buenos Aires;0
CENTRO ZIMMAN DE CIRUGIA PLASTICA;Privado;CABA;Ciudad de Buenos Aires;0
CENTROMEDICO  INTEGRAL BUENOS AIRES (CEMIBA) - MEDICINA LABORAL;Privado;CABA;Ciudad de Buenos Aires;0
CEOS - CENTRO DE ESPECIALIDADES OFTALMOLOGICAS;Privado;CABA;Ciudad de Buenos Aires;0
CER - CENTRO ESPECIALIZADO EN REPRODUCCION;Privado;CABA;Ciudad de Buenos Aires;0
CERVIÑO MEDICAL CENTER;Privado;CABA;Ciudad de Buenos Aires;0
CESAC Nº 1;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 10;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 11;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 12;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 13;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 14;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 15;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 16;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 17;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 18;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 19;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 2;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 20;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 21;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 22;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 23;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 24;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 25;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 26;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 27;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 28;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 29;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 3;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 30;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 31;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 32;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 33;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 34;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 35;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 36;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 37;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 38;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 39;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 4;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 40;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 41;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 45;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 5;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 6;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 7;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 8;Público;CABA;Ciudad de Buenos Aires;0
CESAC Nº 9;Público;CABA;Ciudad de Buenos Aires;0
CETEFIN - CENTRO DE TERAPIA FISICA INTEGRAL;Privado;CABA;Ciudad de Buenos Aires;0
CETRO - CENTRO DE TRAUMATOLOGIA Y REHABILITACION;Privado;CABA;Ciudad de Buenos Aires;0
CEUSA-LAEH LABORATORIO S.R.L.;Privado;CABA;Ciudad de Buenos Aires;0
CIDPEN - SERVICIO DE INTERNACION DOMICILIARIA;Privado;CABA;Ciudad de Buenos Aires;0
CIER - CENTRO DE INVESTIGACION EN ENFERMEDADES REUMATICAS;Privado;CABA;Ciudad de Buenos Aires;0
CIMA SALUD - CENTRO INTEGRAL DE MEDICINA ASISTENCIAL;Privado;CABA;Ciudad de Buenos Aires;0
CIMO - CENTRO INTEGRAL DE MEDICINA OCULAR;Privado;CABA;Ciudad de Buenos Aires;0
CIREN - CENTRO EDUCATIVO TERAPEUTICO (DISCAPACIDAD MENTAL Y MOTORA);Privado;CABA;Ciudad de Buenos Aires;0
CITO - CENTRO DE INVESTIGACIONES Y TRATAMIENTO OCULAR;Privado;CABA;Ciudad de Buenos Aires;0
CLIMBA CENTRO DE LA MANO BUENOS AIRES;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA AYACUCHO - URGENCIAS ODONTOLOGICAS;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA CENTRAL ODEM;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA DE CIRUGIA ESPECIALIZADA;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA DE VARICES COMPUTARIZADA DR. EDUARDO TKACH - VARICES GROUP;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA DEL SUDOR DR. TOMAS ANGELILLO MACKINLAY;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA O.S.P.I.H.M.P.;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA ODONTOLOGICA CABALLITO - SWISS MEDICAL;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA ODONTOLOGICA CHARCAS -  SWISS MEDICAL;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA ODONTOLOGICA DE IMPLANTES - SWISS MEDICAL;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA OFTALMOLOGICA DE ALTA COMPLEJIDAD DR. HORACIO M. SORIANO;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA OFTALMOLOGICA MALBRAN;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA PSIQUIATRICA FLORES - CENTRO AMBULATORIO;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA RIPETTA DE CIRUGIA PLASTICA;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA SAN JERONIMO - SEDE VILLA DEL PARQUE;Privado;CABA;Ciudad de Buenos Aires;0
CLINICA ST. LEGER - ALTA COMPLEJIDAD ODONTOLOGICA;Privado;CABA;Ciudad de Buenos Aires;0
CMB Nº 1;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 10;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 11;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 12;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 13;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 14;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 15;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 16;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 17;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 18;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 19;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 2;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 20;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 21;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 22;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 23;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 24;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 25;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 26;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 27;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 28;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 29;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 3;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 30;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 31;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 32;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 33;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 34;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 35;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 36;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 37;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 38;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 4;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 5;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 6;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 7;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 8;Público;CABA;Ciudad de Buenos Aires;0
CMB Nº 9;Público;CABA;Ciudad de Buenos Aires;0
COI Nº 1;Público;CABA;Ciudad de Buenos Aires;0
COI Nº 4;Público;CABA;Ciudad de Buenos Aires;0
COLEGIO OFICIAL DE FARMACEUTICOS Y BIOQUIMICOS;Privado;CABA;Ciudad de Buenos Aires;0
COMUNIDAD TERAPEUTICA CETRAP SRL;Privado;CABA;Ciudad de Buenos Aires;0
CONFIGURACIONES - CENTRO DE TRATAMIENTO PARA LA DROGADEPENDENCIA (SEDE CENTRAL) (A);Privado;CABA;Ciudad de Buenos Aires;0
CONSULMED CENTRO ODONTOLOGICO BELGRANO;Privado;CABA;Ciudad de Buenos Aires;0
CONSULTORES OFTALMOLOGICOS;Privado;CABA;Ciudad de Buenos Aires;0
CONSULTORIO ALERGIA - ASMA;Privado;CABA;Ciudad de Buenos Aires;0
CONSULTORIO MEDICO (AVENIDA CORRIENTES 2835 4º PISO);Privado;CABA;Ciudad de Buenos Aires;0
CONSULTORIO MEDICO (AVENIDA RIVADAVIA 11099);Privado;CABA;Ciudad de Buenos Aires;0
CONSULTORIO MEDICO Y ODONTOLOGICO - ANDAR;Privado;CABA;Ciudad de Buenos Aires;0
CONSULTORIO ODONTOLOGICO BARADERO;Privado;CABA;Ciudad de Buenos Aires;0
CONSULTORIOS ASOCIADOS DE ENDOCRINOLOGIA - DRA. LAURA MAFFEI;Privado;CABA;Ciudad de Buenos Aires;0
CONSULTORIOS ENDOCRINOLOGICOS DRA. LAURA MAFFEI;Privado;CABA;Ciudad de Buenos Aires;0
CONSULTORIOS EXTERNOS ASIMRA - SEDE CENTRAL;Privado;CABA;Ciudad de Buenos Aires;0
CONSULTORIOS MEDICOS MIRALLA;Privado;CABA;Ciudad de Buenos Aires;0
CONSULTORIOS THERAPEUMA;Privado;CABA;Ciudad de Buenos Aires;0
CONTINUUM - INTERNACION DOMICILIARIA;Privado;CABA;Ciudad de Buenos Aires;0
CTRO DE REHABILITACION EQUIPO ADIP;Privado;CABA;Ciudad de Buenos Aires;0
CTRO DE SALUD MENTAL AMATISTA;Privado;CABA;Ciudad de Buenos Aires;0
CTRO DE SALUD MENTAL PRIDELSA;Privado;CABA;Ciudad de Buenos Aires;0
CTRO MECICO INSTITUTO PRIVADO DE UROLOGIA;Privado;CABA;Ciudad de Buenos Aires;0
CTRO MEDICO CRUZ MEDICA BS.AS.;Privado;CABA;Ciudad de Buenos Aires;0
CTRO MEDICO DE TRAUMATOLOGIA Y ORTOPEDIA MAPFRE;Privado;CABA;Ciudad de Buenos Aires;0
CTRO MEDICO POLICLINICA IOSE GENERAL DON OMAR CARLOS ACTIS;Privado;CABA;Ciudad de Buenos Aires;0
CTRO MEDICO QUIRNO COSTA;Privado;CABA;Ciudad de Buenos Aires;0
DENTAL ESTHETIC - CLINICA DE ESTETICA E IMPLANTOLOGIA ODONTOLOGICA;Privado;CABA;Ciudad de Buenos Aires;0
DENTAL HOUSE - CLINICA ODONTOLOGICA (SEDE CENTRAL);Privado;CABA;Ciudad de Buenos Aires;0
DEPORTEST CENTRO DEPORTOLOGICO Y MEDICO;Privado;CABA;Ciudad de Buenos Aires;0
DEVOTO CENTRO MEDICO;Privado;CABA;Ciudad de Buenos Aires;0
DIABAID - INSTITUTO DE ASISTENCIA INTEGRAL EN DIABETES Y PATOLOGIAS CRONICAS;Privado;CABA;Ciudad de Buenos Aires;0
DIAGNOSTICO MEDICO (SEDE CENTRAL);Privado;CABA;Ciudad de Buenos Aires;0
DIAGNOSTICO MEDICO POR IMAGENES DR. ROJAS;Privado;CABA;Ciudad de Buenos Aires;0
DIMEBA - DIAGNOSTICO MEDICO BUENOS AIRES;Privado;CABA;Ciudad de Buenos Aires;0
DIRECCION NACIONAL DE EPIDEMIOLOGIA - MINISTERIO DE SALUD;Público;CABA;Ciudad de Buenos Aires;0
DMI - DIAGNOSTICO MEDICO INTEGRAL;Privado;CABA;Ciudad de Buenos Aires;0
DOCTO RED- EMERGENCIAS;Privado;CABA;Ciudad de Buenos Aires;0
ECOESTUDIOS;Privado;CABA;Ciudad de Buenos Aires;0
EFIMED - INTERNACION DOMICILIARIA;Privado;CABA;Ciudad de Buenos Aires;0
EN CASA - INTERNACION DOMICILIARIA;Privado;CABA;Ciudad de Buenos Aires;0
EQUIPO INTERDISCIPLINARIO ESPACIO - CENTRO DE ESTIMULACION TEMPRANA Y REHABILITACION;Privado;CABA;Ciudad de Buenos Aires;0
ERITROFEROM MEDICINA AMBULATORIA INTEGRAL;Privado;CABA;Ciudad de Buenos Aires;0
ESTAB ASIST DROGADEPENDENCIA NIVEL II HOSP DE DIA ASOC CIV VALORARTE;Privado;CABA;Ciudad de Buenos Aires;0
ESTETICA BEIRO;Privado;CABA;Ciudad de Buenos Aires;0
F.A.T. - FONDO DE AYUDA TOXICOLOGICA;Privado;CABA;Ciudad de Buenos Aires;0
F.E.P.I. - FUNDACION PARA EL ESTUDIO DE LOS PROBLEMAS DE LA INFANCIA;Privado;CABA;Ciudad de Buenos Aires;0
FERTI ASIST - MEDICINA PRODUCTIVA;Privado;CABA;Ciudad de Buenos Aires;0
FILIUM - SALUD EN CASA;Privado;CABA;Ciudad de Buenos Aires;0
FRESENIUS PARQUE PATRICIOS - CENEDI;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION ALUNCO INTERNACIONAL;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION ARAUZ;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION ARCHE;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION ARCHE DE ALTOS ESTUDIOS ANTROPOLOGICOS;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION ARGENTINA DE SALUD SOLIDARIA;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION BELEN DE ESCOBAR;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION CAD (CENTRO DE APOYO AL DISCAPACITADO);Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION CENTRO DIAGNOSTICO NUCLEAR;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION CISAM - CENTRO DE INVESTIGACIONES PARA LA SALUD MENTAL;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION CONVIVIR - EDUCACION SALUD Y CIUDADANIA;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION CPI;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION DE ENDOCRINOLOGIA INFANTIL;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION DR. MARIO SOCOLINSKY;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION HACER LUGAR;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION HEMATOLOGICA SARMIENTO (SEDE CAPITAL FEDERAL);Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION HEMOCENTRO BUENOS AIRES;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION HEMOCENTRO INDEPENDENCIA;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION IPNA - SEDE CABALLITO;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION MEDICINA  COMUNITARIA;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION PASO A PASO;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION SALUD PARA LA COMUNIDAD;Privado;CABA;Ciudad de Buenos Aires;0
FUNDACION TOBIAS - CENTRO DE PEDAGOGIA CURATIVA Y TERAPIA SOCIAL;Privado;CABA;Ciudad de Buenos Aires;0
FUNDAGEN - CENTRO DE GENETICA INTEGRAL;Privado;CABA;Ciudad de Buenos Aires;0
FUNDAIPA - FUNDACION ASISTENCIAL TRANSDISCIPLINARIA EN SALUD MENTAL;Privado;CABA;Ciudad de Buenos Aires;0
GAMMA SPECT S.R.L.;Privado;CABA;Ciudad de Buenos Aires;0
GENDA S.A. - GENETICA Y BIOLOGIA MOLECULAR;Privado;CABA;Ciudad de Buenos Aires;0
GENESIS MANLAB - DIAGNOSTICO BIOQUIMICO;Privado;CABA;Ciudad de Buenos Aires;0
GENOS;Privado;CABA;Ciudad de Buenos Aires;0
GERENTCORP - INTERNACION DOMICILIARIA;Privado;CABA;Ciudad de Buenos Aires;0
GRUPO BIOQUIMICO;Privado;CABA;Ciudad de Buenos Aires;0
GRUPO MEDICO ARANA GADOW S.A.;Privado;CABA;Ciudad de Buenos Aires;0
GRUPO PARAMEDIC SEDE CENTRAL;Privado;CABA;Ciudad de Buenos Aires;0
HALITUS INSTITUTO MEDICO;Privado;CABA;Ciudad de Buenos Aires;0
HEALTH HOME - INTERNACION DOMICILIARIA;Privado;CABA;Ciudad de Buenos Aires;0
HELIOS SALUD S.A. DR. STAMBOULIAM - SEDE CENTRAL;Privado;CABA;Ciudad de Buenos Aires;0
HIGH MEDIC GROUP;Privado;CABA;Ciudad de Buenos Aires;0
HOGAR CENTRO EDUCATIVO TERAPEUTICO (NIÑOS Y ADOLESCENTES);Privado;CABA;Ciudad de Buenos Aires;0
HOSPITAL DE DIA PROGRAMA SER HUMANO;Privado;CABA;Ciudad de Buenos Aires;0
HOSPITAL DE ODONTOLOGIA;Público;CABA;Ciudad de Buenos Aires;0
HOSPITAL DE ODONTOLOGIA DR. JOSE DUEÑAS;Público;CABA;Ciudad de Buenos Aires;0
HOSPITAL DE ODONTOLOGIA INFANTIL DON BENITO QUINQUELA MARTIN;Público;CABA;Ciudad de Buenos Aires;0
HOSPITAL ODONTOLOGICO DR. RAMON CARRILLO;Privado;CABA;Ciudad de Buenos Aires;0
HOSPITAL ODONTOLOGICO DR. RAMON CARRILLO  -- EX NACIONAL;Público;CABA;Ciudad de Buenos Aires;0
HOSTAL;Privado;CABA;Ciudad de Buenos Aires;0
IAMA - CENTRO DE DIAGNOSTICO DE ALTA COMPLEJIDAD;Privado;CABA;Ciudad de Buenos Aires;0
IDIM - INSTITUTO DE INVESTIGACIONES METABOLICAS (SEDE BELGRANO);Privado;CABA;Ciudad de Buenos Aires;0
IDIM - INSTITUTO DE INVESTIGACIONES METABOLICAS DR. ZANCHETTA - SEDE CENTRO;Privado;CABA;Ciudad de Buenos Aires;0
IDOM - ATENCION DOMICILIARIA;Privado;CABA;Ciudad de Buenos Aires;0
IMAT INSTITUTO MEDICO DE ALTA TECNONOLOGIA;Privado;CABA;Ciudad de Buenos Aires;0
IMDYR - INSTITUTO DE MEDICINA DEL DEPORTE Y REHABILITACION;Privado;CABA;Ciudad de Buenos Aires;0
INBA INSTITUTO DE NEUROLOGIA BUENOS AIRES;Privado;CABA;Ciudad de Buenos Aires;0
INFANT  AMBULANCIAS NEO - PEDIATRICAS;Privado;CABA;Ciudad de Buenos Aires;0
INKA - ATENCION DOMICILIARIA;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO ARGENTINO DE INVESTIGACIONES NEUROLOGICAS;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO ATENEA;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO CENTENARIO SALUD Y CALIDAD DE VIDA;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO CREANDO;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO DE DIALISIS FRESENIUS MANSILLA;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO DE ESTUDIOS OFTALMOLOGICOS DR. FERNANDO CARIDE;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO DE INVESTIGACIONES CARDIOLOGICAS PROF. DR. ALBERTO C. TAQUINI;Público;CABA;Ciudad de Buenos Aires;0
INSTITUTO DE INVESTIGACIONES HEMATOLOGICAS DR. MARIANO CASTEX;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO DE NEUROLOGIA COGNITIVA (INECO);Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO DE OFTALMOLOGIA  DE BUENOS AIRES;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO DE OJOS DR. HUGO DANIEL NANO;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO DE REHABILITACION DE COLUMNA NECK BACK;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO DE SALUD MENTAL NUESTRA SEÑORA DE LUJAN - CENTRO AMBULATORIO;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO DR. BUSTOS FERNANDEZ;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO DRA. LILIANA ODDONE;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO FURMAN;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO MEDICO DE ASISTENCIA E INVESTIGACIONES S.A.;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO MEDICO DE GARGANTA NARIZ Y OIDOS;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO MEDICO ESPECIALIZADO (IME);Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO MEDICO LABOR IMPALSA;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO MEDICO RYOIN MOA;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO NACIONAL CENTRAL UNICO COORDINADOR DE ABLACION E IMPLANTE - I.N.C.U.C.A.I;Público;CABA;Ciudad de Buenos Aires;0
INSTITUTO OFTALMOLOGICO DE BUENOS AIRES / OFTALMOS;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO OFTALMOLOGICO DR OSCAR DONATO;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO OFTALMOLOGICO STEFANI Y ASOCIADOS;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO ONCO-HEMATOLOGICO;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO ONCOLOGICO HENRY MOORE;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO QUIRURGICO LASER;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO RADIOLOGICO DENTAL DR. HUGO DAGUM;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO RECREATIVO TERAPEUTICO ESPECIAL;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO SEMBRAR - CENTRO EDUCATIVO TERAPEUTICO;Privado;CABA;Ciudad de Buenos Aires;0
INSTITUTO UROLOGICO BUENOS AIRES (IUBA);Privado;CABA;Ciudad de Buenos Aires;0
INTERNATIONAL HEALTH SERVICES ARGENTINA S.A.;Privado;CABA;Ciudad de Buenos Aires;0
INVESTIGACIONES MEDICAS SEDE BARRIO NORTE;Privado;CABA;Ciudad de Buenos Aires;0
INVESTIGACIONES MEDICAS SEDE CONGRESO;Privado;CABA;Ciudad de Buenos Aires;0
IOFA - INTERCONSULTAS OFTALMOLOGICAS ARGENTINAS - SEDE CENTRAL;Privado;CABA;Ciudad de Buenos Aires;0
IPAC LABORATORIO PRIVADO DE ANALISIS CLINICOS;Privado;CABA;Ciudad de Buenos Aires;0
